iter	Accuracy	MultiClass
239	1	0.007749122027
240	1	0.007699570003
241	1	0.007657933561
242	1	0.007599661613
243	1	0.007541361124
244	1	0.007484775316
245	1	0.007430118636
246	1	0.007368822948
247	1	0.00731053664
248	1	0.007257538042
249	1	0.007200972027
250	1	0.007150015856
251	1	0.007090194269
252	1	0.007041076423
253	1	0.006982933837
254	1	0.006932582786
255	1	0.006884232021
256	1	0.006836530287
257	1	0.006787911433
258	1	0.00674161316
259	1	0.006697362134
260	1	0.006649854508
261	1	0.006605171145
262	1	0.006561067359
263	1	0.00651848786
264	1	0.006475819753
265	1	0.00644561226
266	1	0.006407193743
267	1	0.006365570586
268	1	0.006323007915
269	1	0.006283230466
270	1	0.006238235821
271	1	0.006200056535
272	1	0.006154051617
273	1	0.00611548405
274	1	0.006083292057
275	1	0.006053494254
276	1	0.006016411918
277	1	0.00597480792
278	1	0.005947018881
279	1	0.005910895633
280	1	0.005875326944
281	1	0.005840047338
282	1	0.005805179852
283	1	0.005765512845
284	1	0.005729572037
285	1	0.005695934181
286	1	0.0056629529
287	1	0.005630074158
288	1	0.005597567618
289	1	0.005561890833
290	1	0.005531116603
291	1	0.005499690286
292	1	0.005468612602
293	1	0.005437877907
294	1	0.005407480671
295	1	0.005377415484
296	1	0.005348419773
297	1	0.005313444957
298	1	0.005281066003
299	1	0.005252877254
300	1	0.005224434042
301	1	0.005196382509
302	1	0.005176423161
303	1	0.005148787616
304	1	0.00511875294
305	1	0.005086545187
306	1	0.005059799679
307	1	0.005033834019
308	1	0.005008157404
309	1	0.004984451119
310	1	0.004958725504
311	1	0.004933467023
312	1	0.004908256209
313	1	0.004878499325
314	1	0.004849091587
315	1	0.004820027017
316	1	0.004791299768
317	1	0.004767449945
318	1	0.004742408456
319	1	0.004719024344
320	1	0.004696301271
321	1	0.004671686271
322	1	0.004649713223
323	1	0.004627214352
324	1	0.004600620366
325	1	0.00457432323
326	1	0.004548318093
327	1	0.004526529289
328	1	0.004510739385
329	1	0.004489501907
330	1	0.004468584112
331	1	0.004451741656
332	1	0.004431420798
333	1	0.004412657918
334	1	0.004392300648
335	1	0.004372128946
336	1	0.004348253734
337	1	0.004328619585
338	1	0.00430803662
339	1	0.004288606185
340	1	0.004269414027
341	1	0.004250470994
342	1	0.004232154102
343	1	0.004209702695
344	1	0.004187483927
345	1	0.004169235801
346	1	0.00415100688
347	1	0.00413099434
348	1	0.00411314254
349	1	0.004094045533
350	1	0.004076451555
351	1	0.004059007451
352	1	0.004042024302
353	1	0.004024870537
354	1	0.004007861138
355	1	0.003990994308
356	1	0.003974268284
357	1	0.003957978394
358	1	0.003941525254
359	1	0.003925207841
360	1	0.003908101225
361	1	0.003892049289
362	1	0.003874043642
363	1	0.003858260162
364	1	0.003846455851
365	1	0.003830946807
366	1	0.003815511283
367	1	0.00380134706
368	1	0.003786142634
369	1	0.003771059081
370	1	0.003753020396
371	1	0.003738191894
372	1	0.003723479898
373	1	0.00370587488
374	1	0.003689100572
375	1	0.003674802286
376	1	0.003660571804
377	1	0.00364645099
378	1	0.003630098097
379	1	0.003616248023
380	1	0.003601680508
381	1	0.00358809935
382	1	0.003578370326
383	1	0.003564861323
384	1	0.003549202533
385	1	0.003539717092
386	1	0.003523745092
387	1	0.003510629001
388	1	0.003498563188
389	1	0.003485722949
390	1	0.00347310399
391	1	0.003460356616
392	1	0.003447702558
393	1	0.003434636363
394	1	0.003422297273
395	1	0.003410120921
396	1	0.003395247467
397	1	0.003383052942
398	1	0.003370945844
399	1	0.003361673472
400	1	0.003349486148
401	1	0.003335111814
402	1	0.003320859644
403	1	0.003309263996
404	1	0.00329766579
405	1	0.003286231464
406	1	0.003275114447
407	1	0.003261348397
408	1	0.003250112658
409	1	0.003238954226
410	1	0.003227837927
411	1	0.003216797898
412	1	0.003204752757
413	1	0.003195256406
414	1	0.003184432439
415	1	0.003173681813
416	1	0.003166027521
417	1	0.003155474445
418	1	0.003146262151
419	1	0.003135792287
420	1	0.003125436769
421	1	0.00311681231
422	1	0.003106673134
423	1	0.003096107914
424	1	0.003085936282
425	1	0.003075831553
426	1	0.00306579307
427	1	0.003055891502
428	1	0.003045982976
429	1	0.003036138788
430	1	0.003025082973
431	1	0.003015438559
432	1	0.003005786853
433	1	0.002996197037
434	1	0.002984576057
435	1	0.002975272527
436	1	0.002965873152
437	1	0.002956533288
438	1	0.002947252373
439	1	0.002935992919
440	1	0.002926837586
441	1	0.002915729954
442	1	0.002904706466
443	1	0.002895739349
444	1	0.002890212315
445	1	0.002881333328
446	1	0.002872509055
447	1	0.002863738993
448	1	0.002854740242
449	1	0.002846103269
450	1	0.002837518676
451	1	0.00282896077
452	1	0.00282051591
453	1	0.002812060599
454	1	0.002803656154
455	1	0.002795302116
456	1	0.002786998036
457	1	0.002779324487
458	1	0.002773536044
459	1	0.002767364817
460	1	0.002759245695
461	1	0.002751151705
462	1	0.002743127843
463	1	0.002735128583
464	1	0.002727176157
465	1	0.002719270157
466	1	0.002711410177
467	1	0.002703649829
468	1	0.002697718107
469	1	0.002690002428
470	1	0.002682309719
471	1	0.002672905249
472	1	0.00266530797
473	1	0.00265602007
474	1	0.002648516479
475	1	0.002641055483
476	1	0.002631931088
477	1	0.002624611757
478	1	0.002617283082
479	1	0.002609995536
480	1	0.002602586358
481	1	0.002595380817
482	1	0.002588234807
483	1	0.002581108982
484	1	0.002573770748
485	1	0.002566724089
486	1	0.002558085255
487	1	0.00255112249
488	1	0.002544197834
489	1	0.002535705892
490	1	0.002528862998
491	1	0.002522057243
492	1	0.00251370852
493	1	0.002507027576
494	1	0.002499026884
495	1	0.002492377309
496	1	0.002486266583
497	1	0.002479684537
498	1	0.002473137555
499	1	0.002465537078
500	1	0.00245906273
501	1	0.002452622601
502	1	0.002446216421
503	1	0.002439843921
504	1	0.002433521861
505	1	0.002427215791
506	1	0.002420959436
507	1	0.002414718761
508	1	0.002408526742
509	1	0.002402350468
510	1	0.002398030488
511	1	0.002391349273
512	1	0.002385260191
513	1	0.002378684827
514	1	0.002372740904
515	1	0.002366745204
516	1	0.002359355156
517	1	0.002353425644
518	1	0.002347526147
519	1	0.002341656437
520	1	0.002335383369
521	1	0.002329573867
522	1	0.002323793476
523	1	0.002318041978
524	1	0.002312319157
525	1	0.0023060778
526	1	0.002299048472
527	1	0.002293432047
528	1	0.002287828806
529	1	0.002282253149
530	1	0.002275364129
531	1	0.00226984795
532	1	0.002264358723
533	1	0.002258896249
534	1	0.002253460333
535	1	0.002248050781
536	1	0.002242667403
537	1	0.002237310007
538	1	0.002230679802
539	1	0.00222408941
540	1	0.002218818127
541	1	0.002213572032
542	1	0.002208350944
543	1	0.002203187478
544	1	0.002197532486
545	1	0.002192386921
546	1	0.002185722136
547	1	0.00217938496
548	1	0.002174322374
549	1	0.002169283506
550	1	0.002164268187
551	1	0.002159276254
552	1	0.002154253964
553	1	0.00214836159
554	1	0.002142233756
555	1	0.002137191525
556	1	0.002132321415
557	1	0.002127473695
558	1	0.002122195314
559	1	0.002116526765
560	1	0.00211130208
561	1	0.002107753526
562	1	0.002102843936
563	1	0.002098126541
564	1	0.002092275126
565	1	0.002087604224
566	1	0.002083448746
567	1	0.002077678245
568	1	0.002072243668
569	1	0.002067669732
570	1	0.002062513303
571	1	0.002057971013
572	1	0.002054381211
573	1	0.00204987443
574	1	0.002044284377
575	1	0.002039821054
576	1	0.002034048176
577	1	0.002029260308
578	1	0.002024861906
579	1	0.002020482764
580	1	0.002016122756
581	1	0.002010708978
582	1	0.002006400518
583	1	0.002002100581
584	1	0.00199816613
585	1	0.001993911504
586	1	0.00198966519
587	1	0.001985437149
588	1	0.001981227264
589	1	0.001977045216
590	1	0.001973418219
591	1	0.001969259118
592	1	0.001964987222
593	1	0.001959834572
594	1	0.001955740312
595	1	0.00195165377
596	1	0.001947593745
597	1	0.001943541555
598	1	0.001939515573
599	1	0.001935105705
600	1	0.00193111525
601	1	0.001926131759
602	1	0.001922168568
603	1	0.001917230801
604	1	0.001913708606
605	1	0.001909804364
606	1	0.001905907118
607	1	0.001902034757
608	1	0.001898154141
609	1	0.001894312759
610	1	0.001890478379
611	1	0.001886133697
612	1	0.001882340639
613	1	0.001878041988
614	1	0.001874280923
615	1	0.001870535083
616	1	0.001865852842
617	1	0.001862131629
618	1	0.001857875538
619	1	0.001854194334
620	1	0.001850519591
621	1	0.001846881161
622	1	0.001842733844
623	1	0.001839104228
624	1	0.001834574057
625	1	0.001830976031
626	1	0.001827039735
627	1	0.001822900041
628	1	0.001819347409
629	1	0.001815808791
630	1	0.001812284103
631	1	0.00180878133
632	1	0.001804784478
633	1	0.001801310311
634	1	0.001797841981
635	1	0.001795028612
636	1	0.001791432098
637	1	0.001788479978
638	1	0.001784714644
639	1	0.001781317745
640	1	0.001777926167
641	1	0.00177454766
642	1	0.001771182148
643	1	0.001767829555
644	1	0.0017644971
645	1	0.001761170077
646	1	0.00175700155
647	1	0.00175370232
648	1	0.001750415631
649	1	0.001746820429
650	1	0.001743559561
651	1	0.001739472133
652	1	0.001735404336
653	1	0.001732185001
654	1	0.00172815107
655	1	0.001724958201
656	1	0.001721465746
657	1	0.001718297613
658	1	0.001715141287
659	1	0.001712359257
660	1	0.001709231302
661	1	0.001705676142
662	1	0.001701761388
663	1	0.001697865053
664	1	0.001694480084
665	1	0.00169142674
666	1	0.001687577085
667	1	0.001683745393
668	1	0.001679931535
669	1	0.001676912062
670	1	0.001673376055
671	1	0.001669743939
672	1	0.001666766524
673	1	0.001663524723
674	1	0.001660563381
675	1	0.001657618798
676	1	0.001654684789
677	1	0.001651838585
678	1	0.00164823704
679	1	0.001644577614
680	1	0.001641683002
681	1	0.001638804684
682	1	0.001635755126
683	1	0.00163215002
684	1	0.001629298469
685	1	0.001626457017
686	1	0.001622892186
687	1	0.001620072732
688	1	0.001616535754
689	1	0.001613014625
690	1	0.001610228649
691	1	0.001607467179
692	1	0.001604700589
693	1	0.001601943655
694	1	0.001598824687
695	1	0.001596087755
696	1	0.001593505722
697	1	0.001590786761
698	1	0.001588003959
699	1	0.001585309001
700	1	0.001581920003
701	1	0.00157897647
702	1	0.00157631206
703	1	0.001573651126
704	1	0.001571067804
705	1	0.001568424429
706	1	0.001565790075
707	1	0.00156335323
708	1	0.00156005514
709	1	0.001557448487
710	1	0.001554855746
711	1	0.00155226669
712	1	0.00154968638
713	1	0.001547119779
714	1	0.001544556798
715	1	0.001542002431
716	1	0.001539735831
717	1	0.001537197343
718	1	0.001534667345
719	1	0.001531485191
720	1	0.001528973715
721	1	0.001526470595
722	1	0.001523975789
723	1	0.001521489256
724	1	0.001518360247
725	1	0.001516125068
726	1	0.001513984374
727	1	0.001511529656
728	1	0.001509083013
729	1	0.001506644407
730	1	0.001504218803
731	1	0.001501895227
732	1	0.001499733374
733	1	0.001497324635
734	1	0.001494935844
735	1	0.00149217572
736	1	0.001489162313
737	1	0.001486787191
738	1	0.001484419756
739	1	0.001482059972
740	1	0.0014797078
741	1	0.001477363205
742	1	0.001475026148
743	1	0.001472696594
744	1	0.001470374505
745	1	0.001468071952
746	1	0.001465231883
747	1	0.001463120885
748	1	0.001460495931
749	1	0.001458211759
750	1	0.001456291426
751	1	0.001454020501
752	1	0.001451760982
753	1	0.001450197979
754	1	0.001447945971
755	1	0.00144570106
756	1	0.001443463213
757	1	0.001441232397
758	1	0.001439490179
759	1	0.00143727147
760	1	0.001435059703
761	1	0.001432632742
762	1	0.0014306941
763	1	0.001428502651
764	1	0.001426318015
765	1	0.00142414016
766	1	0.001421972977
767	1	0.001419227726
768	1	0.001416493417
769	1	0.001414345081
770	1	0.001412424881
771	1	0.001409716387
772	1	0.001407598482
773	1	0.001405120689
774	1	0.001403006106
775	1	0.001400897985
776	1	0.001398796296
777	1	0.00139613837
778	1	0.001394050764
779	1	0.001391969496
780	1	0.001389904493
781	1	0.001387270939
782	1	0.001385213905
783	1	0.001383158965
784	1	0.001380559115
785	1	0.001378517794
786	1	0.001376267607
787	1	0.001373693477
788	1	0.001371672219
789	1	0.00136966058
790	1	0.001367651357
791	1	0.00136564812
792	1	0.001363668905
793	1	0.001361474777
794	1	0.001359253191
795	1	0.001357277768
796	1	0.001355308173
797	1	0.001353344789
798	1	0.001351383349
799	1	0.001349176702
